"Plot Title: 20574421_VAUL_2"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 20574421_duplicate, SEN S/N: 20574421)","Temp, °C (LGR S/N: 20574421_duplicate, SEN S/N: 20574421)","Abs Pres Barom., kPa (LGR S/N: 20574425, SEN S/N: 20574425)","Water Level, meters (LGR S/N: null)"
4411,06/25/21 03:30:00 PM,,,98.704,
4412,06/25/21 03:45:00 PM,,,98.710,
4413,06/25/21 04:00:00 PM,,,98.722,
4414,06/25/21 04:15:00 PM,,,98.684,
4415,06/25/21 04:30:00 PM,,,98.701,
4416,06/25/21 04:45:00 PM,,,98.706,
4417,06/25/21 05:00:00 PM,,,98.689,
4418,06/25/21 05:15:00 PM,,,98.694,
4419,06/25/21 05:30:00 PM,,,98.677,
4420,06/25/21 05:45:00 PM,,,98.676,
4421,06/25/21 06:00:00 PM,,,98.693,
4422,06/25/21 06:15:00 PM,,,98.682,
4423,06/25/21 06:30:00 PM,,,98.702,
4424,06/25/21 06:45:00 PM,,,98.703,
4425,06/25/21 07:00:00 PM,,,98.718,
4426,06/25/21 07:15:00 PM,,,98.717,
4427,06/25/21 07:30:00 PM,,,98.727,
4428,06/25/21 07:45:00 PM,,,98.733,
4429,06/25/21 08:00:00 PM,,,98.760,
4430,06/25/21 08:15:00 PM,,,98.743,
4431,06/25/21 08:30:00 PM,,,98.726,
4432,06/25/21 08:45:00 PM,,,98.732,
4433,06/25/21 09:00:00 PM,,,98.747,
4434,06/25/21 09:15:00 PM,,,98.753,
4435,06/25/21 09:30:00 PM,,,98.750,
4436,06/25/21 09:45:00 PM,,,98.749,
4437,06/25/21 10:00:00 PM,,,98.765,
4438,06/25/21 10:15:00 PM,,,98.795,
4439,06/25/21 10:30:00 PM,,,98.826,
4440,06/25/21 10:45:00 PM,,,98.860,
4441,06/25/21 11:00:00 PM,,,98.869,
4442,06/25/21 11:15:00 PM,,,98.876,
4443,06/25/21 11:30:00 PM,,,98.873,
4444,06/25/21 11:45:00 PM,,,98.916,
4445,06/26/21 12:00:00 AM,,,98.917,
4446,06/26/21 12:15:00 AM,,,98.950,
4447,06/26/21 12:30:00 AM,,,98.973,
4448,06/26/21 12:45:00 AM,,,98.982,
4449,06/26/21 01:00:00 AM,,,99.000,
4450,06/26/21 01:15:00 AM,,,99.005,
4451,06/26/21 01:30:00 AM,,,99.020,
4452,06/26/21 01:45:00 AM,,,99.038,
4453,06/26/21 02:00:00 AM,,,99.045,
4454,06/26/21 02:15:00 AM,,,99.048,
4455,06/26/21 02:30:00 AM,,,99.040,
4456,06/26/21 02:45:00 AM,,,99.052,
4457,06/26/21 03:00:00 AM,,,99.062,
4458,06/26/21 03:15:00 AM,,,99.061,
4459,06/26/21 03:30:00 AM,,,99.061,
4460,06/26/21 03:45:00 AM,,,99.071,
4461,06/26/21 04:00:00 AM,,,99.083,
4462,06/26/21 04:15:00 AM,,,99.071,
4463,06/26/21 04:30:00 AM,,,99.080,
4464,06/26/21 04:45:00 AM,,,99.057,
4465,06/26/21 05:00:00 AM,,,99.064,
4466,06/26/21 05:15:00 AM,,,99.083,
4467,06/26/21 05:30:00 AM,,,99.069,
4468,06/26/21 05:45:00 AM,,,99.082,
4469,06/26/21 06:00:00 AM,,,99.052,
4470,06/26/21 06:15:00 AM,,,99.086,
4471,06/26/21 06:30:00 AM,,,99.055,
4472,06/26/21 06:45:00 AM,,,99.018,
4473,06/26/21 07:00:00 AM,,,99.048,
4474,06/26/21 07:15:00 AM,,,99.053,
4475,06/26/21 07:30:00 AM,,,99.048,
4476,06/26/21 07:45:00 AM,,,99.056,
4477,06/26/21 08:00:00 AM,,,99.045,
4478,06/26/21 08:15:00 AM,,,99.060,
4479,06/26/21 08:30:00 AM,,,99.056,
4480,06/26/21 08:45:00 AM,,,99.056,
4481,06/26/21 09:00:00 AM,,,99.066,
4482,06/26/21 09:15:00 AM,,,99.085,
4483,06/26/21 09:30:00 AM,,,99.069,
4484,06/26/21 09:45:00 AM,,,99.053,
4485,06/26/21 10:00:00 AM,,,99.070,
4486,06/26/21 10:15:00 AM,,,99.072,
4487,06/26/21 10:30:00 AM,,,99.061,
4488,06/26/21 10:45:00 AM,,,99.063,
4489,06/26/21 11:00:00 AM,,,99.059,
4490,06/26/21 11:15:00 AM,,,99.055,
4491,06/26/21 11:30:00 AM,,,99.046,
4492,06/26/21 11:45:00 AM,,,99.055,
4493,06/26/21 12:00:00 PM,,,99.067,
4494,06/26/21 12:15:00 PM,,,99.081,
4495,06/26/21 12:30:00 PM,,,99.076,
4496,06/26/21 12:45:00 PM,,,99.077,
4497,06/26/21 01:00:00 PM,,,99.080,
4498,06/26/21 01:15:00 PM,,,99.086,
4499,06/26/21 01:30:00 PM,,,99.094,
4500,06/26/21 01:45:00 PM,,,99.102,
4501,06/26/21 02:00:00 PM,,,99.109,
4502,06/26/21 02:15:00 PM,,,99.076,
4503,06/26/21 02:30:00 PM,,,99.090,
4504,06/26/21 02:45:00 PM,,,99.100,
4505,06/26/21 03:00:00 PM,,,99.094,
4506,06/26/21 03:15:00 PM,,,99.095,
4507,06/26/21 03:30:00 PM,,,99.106,
4508,06/26/21 03:45:00 PM,,,99.123,
4509,06/26/21 04:00:00 PM,,,99.110,
4510,06/26/21 04:15:00 PM,,,99.090,
4511,06/26/21 04:30:00 PM,,,99.101,
4512,06/26/21 04:45:00 PM,,,99.104,
4513,06/26/21 05:00:00 PM,,,99.084,
4514,06/26/21 05:15:00 PM,,,99.039,
4515,06/26/21 05:30:00 PM,,,99.034,
4516,06/26/21 05:45:00 PM,,,99.021,
4517,06/26/21 06:00:00 PM,,,99.037,
4518,06/26/21 06:15:00 PM,,,99.032,
4519,06/26/21 06:30:00 PM,,,99.045,
4520,06/26/21 06:45:00 PM,,,99.055,
4521,06/26/21 07:00:00 PM,,,99.040,
4522,06/26/21 07:15:00 PM,,,99.052,
4523,06/26/21 07:30:00 PM,,,99.047,
4524,06/26/21 07:45:00 PM,,,99.035,
4525,06/26/21 08:00:00 PM,,,99.024,
4526,06/26/21 08:15:00 PM,,,99.047,
4527,06/26/21 08:30:00 PM,,,99.044,
4528,06/26/21 08:45:00 PM,,,99.057,
4529,06/26/21 09:00:00 PM,,,99.075,
4530,06/26/21 09:15:00 PM,,,99.086,
4531,06/26/21 09:30:00 PM,,,99.091,
4532,06/26/21 09:45:00 PM,,,99.081,
4533,06/26/21 10:00:00 PM,,,99.096,
4534,06/26/21 10:15:00 PM,,,99.103,
4535,06/26/21 10:30:00 PM,,,99.142,
4536,06/26/21 10:45:00 PM,,,99.156,
4537,06/26/21 11:00:00 PM,,,99.186,
4538,06/26/21 11:15:00 PM,,,99.201,
4539,06/26/21 11:30:00 PM,,,99.221,
4540,06/26/21 11:45:00 PM,,,99.210,
4541,06/27/21 12:00:00 AM,,,99.222,
4542,06/27/21 12:15:00 AM,,,99.258,
4543,06/27/21 12:30:00 AM,,,99.257,
4544,06/27/21 12:45:00 AM,,,99.273,
4545,06/27/21 01:00:00 AM,,,99.291,
4546,06/27/21 01:15:00 AM,,,99.294,
4547,06/27/21 01:30:00 AM,,,99.299,
4548,06/27/21 01:45:00 AM,,,99.313,
4549,06/27/21 02:00:00 AM,,,99.326,
4550,06/27/21 02:15:00 AM,,,99.327,
4551,06/27/21 02:30:00 AM,,,99.360,
4552,06/27/21 02:45:00 AM,,,99.382,
4553,06/27/21 03:00:00 AM,,,99.403,
4554,06/27/21 03:15:00 AM,,,99.434,
4555,06/27/21 03:30:00 AM,,,99.444,
4556,06/27/21 03:45:00 AM,,,99.453,
4557,06/27/21 04:00:00 AM,,,99.495,
4558,06/27/21 04:15:00 AM,,,99.483,
4559,06/27/21 04:30:00 AM,,,99.515,
4560,06/27/21 04:45:00 AM,,,99.536,
4561,06/27/21 05:00:00 AM,,,99.536,
4562,06/27/21 05:15:00 AM,,,99.538,
4563,06/27/21 05:30:00 AM,,,99.562,
4564,06/27/21 05:45:00 AM,,,99.574,
4565,06/27/21 06:00:00 AM,,,99.585,
4566,06/27/21 06:15:00 AM,,,99.606,
4567,06/27/21 06:30:00 AM,,,99.626,
4568,06/27/21 06:45:00 AM,,,99.632,
4569,06/27/21 07:00:00 AM,,,99.642,
4570,06/27/21 07:15:00 AM,,,99.652,
4571,06/27/21 07:30:00 AM,,,99.640,
4572,06/27/21 07:45:00 AM,,,99.638,
4573,06/27/21 08:00:00 AM,,,99.664,
4574,06/27/21 08:15:00 AM,,,99.675,
4575,06/27/21 08:30:00 AM,,,99.726,
4576,06/27/21 08:45:00 AM,,,99.733,
4577,06/27/21 09:00:00 AM,,,99.730,
4578,06/27/21 09:15:00 AM,,,99.712,
4579,06/27/21 09:30:00 AM,,,99.709,
4580,06/27/21 09:45:00 AM,,,99.721,
4581,06/27/21 10:00:00 AM,,,99.733,
4582,06/27/21 10:15:00 AM,,,99.748,
4583,06/27/21 10:30:00 AM,,,99.742,
4584,06/27/21 10:45:00 AM,,,99.742,
4585,06/27/21 11:00:00 AM,,,99.739,
4586,06/27/21 11:15:00 AM,,,99.736,
4587,06/27/21 11:30:00 AM,,,99.712,
4588,06/27/21 11:45:00 AM,,,99.739,
4589,06/27/21 12:00:00 PM,,,99.725,
4590,06/27/21 12:15:00 PM,,,99.716,
4591,06/27/21 12:30:00 PM,,,99.698,
4592,06/27/21 12:45:00 PM,,,99.694,
4593,06/27/21 01:00:00 PM,,,99.694,
4594,06/27/21 01:15:00 PM,,,99.692,
4595,06/27/21 01:30:00 PM,,,99.692,
4596,06/27/21 01:45:00 PM,,,99.703,
4597,06/27/21 02:00:00 PM,,,99.675,
4598,06/27/21 02:15:00 PM,,,99.655,
4599,06/27/21 02:30:00 PM,,,99.656,
4600,06/27/21 02:45:00 PM,,,99.612,
4601,06/27/21 03:00:00 PM,,,99.638,
4602,06/27/21 03:15:00 PM,,,99.653,
4603,06/27/21 03:30:00 PM,,,99.634,
4604,06/27/21 03:45:00 PM,,,99.617,
4605,06/27/21 04:00:00 PM,,,99.592,
4606,06/27/21 04:15:00 PM,,,99.577,
4607,06/27/21 04:30:00 PM,,,99.592,
4608,06/27/21 04:45:00 PM,,,99.609,
4609,06/27/21 05:00:00 PM,,,99.577,
4610,06/27/21 05:15:00 PM,,,99.570,
4611,06/27/21 05:30:00 PM,,,99.586,
4612,06/27/21 05:45:00 PM,,,99.569,
4613,06/27/21 06:00:00 PM,,,99.587,
4614,06/27/21 06:15:00 PM,,,99.538,
4615,06/27/21 06:30:00 PM,,,99.529,
4616,06/27/21 06:45:00 PM,,,99.501,
4617,06/27/21 07:00:00 PM,,,99.505,
4618,06/27/21 07:15:00 PM,,,99.505,
4619,06/27/21 07:30:00 PM,,,99.505,
4620,06/27/21 07:45:00 PM,,,99.466,
4621,06/27/21 08:00:00 PM,,,99.460,
4622,06/27/21 08:15:00 PM,,,99.448,
4623,06/27/21 08:30:00 PM,,,99.448,
4624,06/27/21 08:45:00 PM,,,99.424,
4625,06/27/21 09:00:00 PM,,,99.394,
4626,06/27/21 09:15:00 PM,,,99.421,
4627,06/27/21 09:30:00 PM,,,99.390,
4628,06/27/21 09:45:00 PM,,,99.411,
4629,06/27/21 10:00:00 PM,,,99.375,
4630,06/27/21 10:15:00 PM,,,99.380,
4631,06/27/21 10:30:00 PM,,,99.404,
4632,06/27/21 10:45:00 PM,,,99.413,
4633,06/27/21 11:00:00 PM,,,99.398,
4634,06/27/21 11:15:00 PM,,,99.401,
4635,06/27/21 11:30:00 PM,,,99.410,
4636,06/27/21 11:45:00 PM,,,99.414,
4637,06/28/21 12:00:00 AM,,,99.438,
4638,06/28/21 12:15:00 AM,,,99.449,
4639,06/28/21 12:30:00 AM,,,99.477,
4640,06/28/21 12:45:00 AM,,,99.451,
4641,06/28/21 01:00:00 AM,,,99.466,
4642,06/28/21 01:15:00 AM,,,99.481,
4643,06/28/21 01:30:00 AM,,,99.496,
4644,06/28/21 01:45:00 AM,,,99.487,
4645,06/28/21 02:00:00 AM,,,99.499,
4646,06/28/21 02:15:00 AM,,,99.510,
4647,06/28/21 02:30:00 AM,,,99.532,
4648,06/28/21 02:45:00 AM,,,99.520,
4649,06/28/21 03:00:00 AM,,,99.530,
4650,06/28/21 03:15:00 AM,,,99.518,
4651,06/28/21 03:30:00 AM,,,99.506,
4652,06/28/21 03:45:00 AM,,,99.515,
4653,06/28/21 04:00:00 AM,,,99.515,
4654,06/28/21 04:15:00 AM,,,99.493,
4655,06/28/21 04:30:00 AM,,,99.492,
4656,06/28/21 04:45:00 AM,,,99.512,
4657,06/28/21 05:00:00 AM,,,99.525,
4658,06/28/21 05:15:00 AM,,,99.516,
4659,06/28/21 05:30:00 AM,,,99.529,
4660,06/28/21 05:45:00 AM,,,99.500,
4661,06/28/21 06:00:00 AM,,,99.499,
4662,06/28/21 06:15:00 AM,,,99.498,
4663,06/28/21 06:30:00 AM,,,99.474,
4664,06/28/21 06:45:00 AM,,,99.463,
4665,06/28/21 07:00:00 AM,,,99.478,
4666,06/28/21 07:15:00 AM,,,99.479,
4667,06/28/21 07:30:00 AM,,,99.456,
4668,06/28/21 07:45:00 AM,,,99.466,
4669,06/28/21 08:00:00 AM,,,99.451,
4670,06/28/21 08:15:00 AM,,,99.409,
4671,06/28/21 08:30:00 AM,,,99.437,
4672,06/28/21 08:45:00 AM,,,99.434,
4673,06/28/21 09:00:00 AM,,,99.398,
4674,06/28/21 09:15:00 AM,,,99.412,
4675,06/28/21 09:30:00 AM,,,99.398,
4676,06/28/21 09:45:00 AM,,,99.393,
4677,06/28/21 10:00:00 AM,,,99.373,
4678,06/28/21 10:15:00 AM,,,99.364,
4679,06/28/21 10:30:00 AM,,,99.370,
4680,06/28/21 10:45:00 AM,,,99.357,
4681,06/28/21 11:00:00 AM,,,99.347,
4682,06/28/21 11:15:00 AM,,,99.331,
4683,06/28/21 11:30:00 AM,,,99.320,
4684,06/28/21 11:45:00 AM,,,99.324,
4685,06/28/21 12:00:00 PM,,,99.311,
4686,06/28/21 12:15:00 PM,,,99.287,
4687,06/28/21 12:30:00 PM,,,99.276,
4688,06/28/21 12:45:00 PM,,,99.278,
4689,06/28/21 01:00:00 PM,,,99.289,
4690,06/28/21 01:15:00 PM,,,99.262,
4691,06/28/21 01:30:00 PM,,,99.243,
4692,06/28/21 01:45:00 PM,,,99.219,
4693,06/28/21 02:00:00 PM,,,99.223,
4694,06/28/21 02:15:00 PM,,,99.191,
4695,06/28/21 02:30:00 PM,,,99.196,
4696,06/28/21 02:45:00 PM,,,99.180,
4697,06/28/21 03:00:00 PM,,,99.176,
4698,06/28/21 03:15:00 PM,,,99.187,
4699,06/28/21 03:30:00 PM,,,99.155,
4700,06/28/21 03:45:00 PM,,,99.196,
4701,06/28/21 04:00:00 PM,,,99.160,
4702,06/28/21 04:15:00 PM,,,99.127,
4703,06/28/21 04:30:00 PM,,,99.116,
4704,06/28/21 04:45:00 PM,,,99.084,
4705,06/28/21 05:00:00 PM,,,99.066,
4706,06/28/21 05:15:00 PM,,,99.061,
4707,06/28/21 05:30:00 PM,,,99.039,
4708,06/28/21 05:45:00 PM,,,99.041,
4709,06/28/21 06:00:00 PM,,,99.025,
4710,06/28/21 06:15:00 PM,,,99.014,
4711,06/28/21 06:30:00 PM,,,99.030,
4712,06/28/21 06:45:00 PM,,,99.018,
4713,06/28/21 07:00:00 PM,,,98.981,
4714,06/28/21 07:15:00 PM,,,98.980,
4715,06/28/21 07:30:00 PM,,,98.951,
4716,06/28/21 07:45:00 PM,,,98.951,
4717,06/28/21 08:00:00 PM,,,98.965,
4718,06/28/21 08:15:00 PM,,,98.955,
4719,06/28/21 08:30:00 PM,,,98.972,
4720,06/28/21 08:45:00 PM,,,98.987,
4721,06/28/21 09:00:00 PM,,,98.964,
4722,06/28/21 09:15:00 PM,,,98.962,
4723,06/28/21 09:30:00 PM,,,98.969,
4724,06/28/21 09:45:00 PM,,,98.971,
4725,06/28/21 10:00:00 PM,,,98.970,
4726,06/28/21 10:15:00 PM,,,98.975,
4727,06/28/21 10:30:00 PM,,,98.981,
4728,06/28/21 10:45:00 PM,,,98.991,
4729,06/28/21 11:00:00 PM,,,98.989,
4730,06/28/21 11:15:00 PM,,,99.017,
4731,06/28/21 11:30:00 PM,,,99.022,
4732,06/28/21 11:45:00 PM,,,99.034,
4733,06/29/21 12:00:00 AM,,,99.031,
4734,06/29/21 12:15:00 AM,,,99.050,
4735,06/29/21 12:30:00 AM,,,99.061,
4736,06/29/21 12:45:00 AM,,,99.068,
4737,06/29/21 01:00:00 AM,,,99.062,
4738,06/29/21 01:15:00 AM,,,99.080,
4739,06/29/21 01:30:00 AM,,,99.073,
4740,06/29/21 01:45:00 AM,,,99.069,
4741,06/29/21 02:00:00 AM,,,99.076,
4742,06/29/21 02:15:00 AM,,,99.100,
4743,06/29/21 02:30:00 AM,,,99.098,
4744,06/29/21 02:45:00 AM,,,99.114,
4745,06/29/21 03:00:00 AM,,,99.107,
4746,06/29/21 03:15:00 AM,,,99.096,
4747,06/29/21 03:30:00 AM,,,99.105,
4748,06/29/21 03:45:00 AM,,,99.138,
4749,06/29/21 04:00:00 AM,,,99.152,
4750,06/29/21 04:15:00 AM,,,99.143,
4751,06/29/21 04:30:00 AM,,,99.144,
4752,06/29/21 04:45:00 AM,,,99.155,
4753,06/29/21 05:00:00 AM,,,99.166,
4754,06/29/21 05:15:00 AM,,,99.177,
4755,06/29/21 05:30:00 AM,,,99.165,
4756,06/29/21 05:45:00 AM,,,99.160,
4757,06/29/21 06:00:00 AM,,,99.153,
4758,06/29/21 06:15:00 AM,,,99.187,
4759,06/29/21 06:30:00 AM,,,99.203,
4760,06/29/21 06:45:00 AM,,,99.160,
4761,06/29/21 07:00:00 AM,,,99.153,
4762,06/29/21 07:15:00 AM,,,99.148,
4763,06/29/21 07:30:00 AM,,,99.171,
4764,06/29/21 07:45:00 AM,,,99.145,
4765,06/29/21 08:00:00 AM,,,99.175,
4766,06/29/21 08:15:00 AM,,,99.226,
4767,06/29/21 08:30:00 AM,,,99.244,
4768,06/29/21 08:45:00 AM,,,99.204,
4769,06/29/21 09:00:00 AM,,,99.184,
4770,06/29/21 09:15:00 AM,,,99.180,
4771,06/29/21 09:30:00 AM,,,99.174,
4772,06/29/21 09:45:00 AM,,,99.170,
4773,06/29/21 10:00:00 AM,,,99.160,
4774,06/29/21 10:15:00 AM,,,99.182,
4775,06/29/21 10:30:00 AM,,,99.182,
4776,06/29/21 10:45:00 AM,,,99.191,
4777,06/29/21 11:00:00 AM,99.229,14.996,99.208,197.714
4778,06/29/21 11:05:00 AM,99.230,15.378,,197.715
4779,06/29/21 11:10:00 AM,99.240,15.760,,197.717
4780,06/29/21 11:15:00 AM,99.250,16.141,99.185,197.718
4781,06/29/21 11:20:00 AM,99.241,16.523,,197.716
4782,06/29/21 11:25:00 AM,99.265,16.999,,197.718
4783,06/29/21 11:30:00 AM,99.246,17.379,99.221,197.714
4784,06/29/21 11:35:00 AM,99.269,17.665,,197.717
4785,06/29/21 11:40:00 AM,99.260,17.855,,197.717
4786,06/29/21 11:45:00 AM,99.273,18.140,99.211,197.718
4787,06/29/21 11:50:00 AM,99.278,18.236,,197.719
4788,06/29/21 11:55:00 AM,99.287,18.426,,197.720
4789,06/29/21 12:00:00 PM,99.282,18.521,99.203,197.720
4790,06/29/21 12:05:00 PM,99.296,18.616,,197.721
4791,06/29/21 12:10:00 PM,99.291,18.521,,197.720
4792,06/29/21 12:15:00 PM,99.296,18.616,99.218,197.720
4793,06/29/21 12:20:00 PM,99.295,18.806,,197.720
4794,06/29/21 12:25:00 PM,101.043,18.140,,197.899
4795,06/29/21 12:30:00 PM,101.105,13.365,99.206,197.906
4796,06/29/21 12:35:00 PM,101.057,11.528,,197.900
4797,06/29/21 12:40:00 PM,101.034,10.651,,197.897
4798,06/29/21 12:45:00 PM,101.014,10.161,99.225,197.894
4799,06/29/21 12:50:00 PM,101.005,9.866,,197.893
4800,06/29/21 12:55:00 PM,101.022,9.669,,197.895
4801,06/29/21 01:00:00 PM,100.997,9.571,99.232,197.892
4802,06/29/21 01:05:00 PM,100.991,9.472,,197.890
4803,06/29/21 01:10:00 PM,100.985,9.373,,197.889
4804,06/29/21 01:15:00 PM,100.985,9.373,99.254,197.888
4805,06/29/21 01:20:00 PM,100.969,9.275,,197.888
4806,06/29/21 01:25:00 PM,100.969,9.275,,197.889
4807,06/29/21 01:30:00 PM,100.941,9.275,99.226,197.887
4808,06/29/21 01:35:00 PM,100.941,9.275,,197.886
4809,06/29/21 01:40:00 PM,100.923,9.275,,197.883
4810,06/29/21 01:45:00 PM,100.929,9.373,99.250,197.883
4811,06/29/21 01:50:00 PM,100.929,9.373,,197.884
4812,06/29/21 01:55:00 PM,100.910,9.373,,197.883
4813,06/29/21 02:00:00 PM,100.910,9.373,99.223,197.884
4814,06/29/21 02:05:00 PM,100.901,9.373,,197.883
4815,06/29/21 02:10:00 PM,100.901,9.373,,197.883
4816,06/29/21 02:15:00 PM,100.873,9.373,99.222,197.880
4817,06/29/21 02:20:00 PM,100.854,9.373,,197.878
4818,06/29/21 02:25:00 PM,100.863,9.373,,197.878
4819,06/29/21 02:30:00 PM,100.854,9.373,99.237,197.877
4820,06/29/21 02:35:00 PM,100.863,9.373,,197.878
4821,06/29/21 02:40:00 PM,100.835,9.373,,197.876
4822,06/29/21 02:45:00 PM,100.826,9.373,99.219,197.876
4823,06/29/21 02:50:00 PM,100.823,9.472,,197.876
4824,06/29/21 02:55:00 PM,100.823,9.472,,197.876
4825,06/29/21 03:00:00 PM,100.813,9.472,99.212,197.875
4826,06/29/21 03:05:00 PM,100.813,9.472,,197.875
4827,06/29/21 03:10:00 PM,100.804,9.472,,197.874
4828,06/29/21 03:15:00 PM,100.804,9.472,99.212,197.874
4829,06/29/21 03:20:00 PM,100.795,9.472,,197.873
4830,06/29/21 03:25:00 PM,100.785,9.472,,197.872
4831,06/29/21 03:30:00 PM,100.776,9.472,99.215,197.871
4832,06/29/21 03:35:00 PM,100.785,9.472,,197.871
4833,06/29/21 03:40:00 PM,100.776,9.472,,197.870
4834,06/29/21 03:45:00 PM,100.763,9.571,99.232,197.868
4835,06/29/21 03:50:00 PM,100.782,9.571,,197.871
4836,06/29/21 03:55:00 PM,100.754,9.571,,197.868
4837,06/29/21 04:00:00 PM,100.763,9.571,99.212,197.870
4838,06/29/21 04:05:00 PM,100.763,9.571,,197.870
4839,06/29/21 04:10:00 PM,100.745,9.571,,197.867
4840,06/29/21 04:15:00 PM,100.735,9.571,99.223,197.866
4841,06/29/21 04:20:00 PM,100.735,9.571,,197.866
4842,06/29/21 04:25:00 PM,100.735,9.571,,197.866
4843,06/29/21 04:30:00 PM,100.726,9.571,99.223,197.865
4844,06/29/21 04:35:00 PM,100.726,9.571,,197.866
4845,06/29/21 04:40:00 PM,100.726,9.571,,197.867
4846,06/29/21 04:45:00 PM,100.717,9.571,99.200,197.867
4847,06/29/21 04:50:00 PM,100.717,9.571,,197.866
4848,06/29/21 04:55:00 PM,100.698,9.571,,197.864
4849,06/29/21 05:00:00 PM,100.698,9.571,99.208,197.864
4850,06/29/21 05:05:00 PM,100.707,9.571,,197.865
4851,06/29/21 05:10:00 PM,100.695,9.669,,197.864
4852,06/29/21 05:15:00 PM,100.704,9.669,99.198,197.865
4853,06/29/21 05:20:00 PM,100.685,9.669,,197.863
4854,06/29/21 05:25:00 PM,100.695,9.669,,197.864
4855,06/29/21 05:30:00 PM,100.685,9.669,99.211,197.862
4856,06/29/21 05:35:00 PM,100.676,9.669,,197.861
4857,06/29/21 05:40:00 PM,100.685,9.669,,197.862
4858,06/29/21 05:45:00 PM,100.685,9.669,99.212,197.862
4859,06/29/21 05:50:00 PM,100.685,9.669,,197.862
4860,06/29/21 05:55:00 PM,100.667,9.669,,197.861
4861,06/29/21 06:00:00 PM,100.667,9.669,99.200,197.861
4862,06/29/21 06:05:00 PM,100.657,9.669,,197.860
4863,06/29/21 06:10:00 PM,100.648,9.669,,197.859
4864,06/29/21 06:15:00 PM,100.648,9.669,99.205,197.859
4865,06/29/21 06:20:00 PM,100.648,9.669,,197.860
4866,06/29/21 06:25:00 PM,100.639,9.669,,197.859
4867,06/29/21 06:30:00 PM,100.639,9.669,99.189,197.860
4868,06/29/21 06:35:00 PM,100.639,9.669,,197.860
4869,06/29/21 06:40:00 PM,100.639,9.669,,197.860
4870,06/29/21 06:45:00 PM,100.629,9.669,99.189,197.859
4871,06/29/21 06:50:00 PM,100.639,9.669,,197.859
4872,06/29/21 06:55:00 PM,100.629,9.669,,197.858
4873,06/29/21 07:00:00 PM,100.620,9.669,99.196,197.857
4874,06/29/21 07:05:00 PM,100.629,9.669,,197.858
4875,06/29/21 07:10:00 PM,100.611,9.669,,197.856
4876,06/29/21 07:15:00 PM,100.611,9.669,99.194,197.856
4877,06/29/21 07:20:00 PM,100.611,9.669,,197.857
4878,06/29/21 07:25:00 PM,100.611,9.669,,197.857
4879,06/29/21 07:30:00 PM,100.592,9.669,99.185,197.855
4880,06/29/21 07:35:00 PM,100.583,9.669,,197.855
4881,06/29/21 07:40:00 PM,100.583,9.669,,197.855
4882,06/29/21 07:45:00 PM,100.592,9.669,99.172,197.857
4883,06/29/21 07:50:00 PM,100.583,9.669,,197.855
4884,06/29/21 07:55:00 PM,100.573,9.669,,197.853
4885,06/29/21 08:00:00 PM,100.567,9.571,99.192,197.852
4886,06/29/21 08:05:00 PM,100.577,9.571,,197.852
4887,06/29/21 08:10:00 PM,100.567,9.571,,197.851
4888,06/29/21 08:15:00 PM,100.577,9.571,99.212,197.851
4889,06/29/21 08:20:00 PM,100.567,9.571,,197.851
4890,06/29/21 08:25:00 PM,100.567,9.571,,197.852
4891,06/29/21 08:30:00 PM,100.558,9.571,99.189,197.851
4892,06/29/21 08:35:00 PM,100.558,9.571,,197.851
4893,06/29/21 08:40:00 PM,100.549,9.571,,197.850
4894,06/29/21 08:45:00 PM,100.567,9.571,99.191,197.852
4895,06/29/21 08:50:00 PM,100.558,9.571,,197.851
4896,06/29/21 08:55:00 PM,100.567,9.571,,197.851
4897,06/29/21 09:00:00 PM,100.558,9.571,99.204,197.850
4898,06/29/21 09:05:00 PM,100.549,9.571,,197.849
4899,06/29/21 09:10:00 PM,100.549,9.571,,197.849
4900,06/29/21 09:15:00 PM,100.558,9.571,99.210,197.849
4901,06/29/21 09:20:00 PM,100.567,9.571,,197.849
4902,06/29/21 09:25:00 PM,100.558,9.571,,197.848
4903,06/29/21 09:30:00 PM,100.567,9.571,99.234,197.848
4904,06/29/21 09:35:00 PM,100.567,9.571,,197.848
4905,06/29/21 09:40:00 PM,100.567,9.571,,197.849
4906,06/29/21 09:45:00 PM,100.552,9.472,99.215,197.848
4907,06/29/21 09:50:00 PM,100.561,9.472,,197.849
4908,06/29/21 09:55:00 PM,100.561,9.472,,197.849
4909,06/29/21 10:00:00 PM,100.561,9.472,99.216,197.849
4910,06/29/21 10:05:00 PM,100.552,9.472,,197.847
4911,06/29/21 10:10:00 PM,100.552,9.472,,197.846
4912,06/29/21 10:15:00 PM,100.561,9.472,99.242,197.846
4913,06/29/21 10:20:00 PM,100.552,9.472,,197.846
4914,06/29/21 10:25:00 PM,100.552,9.472,,197.846
4915,06/29/21 10:30:00 PM,100.552,9.472,99.236,197.846
4916,06/29/21 10:35:00 PM,100.543,9.472,,197.845
4917,06/29/21 10:40:00 PM,100.543,9.472,,197.845
4918,06/29/21 10:45:00 PM,100.552,9.472,99.243,197.845
4919,06/29/21 10:50:00 PM,100.543,9.472,,197.844
4920,06/29/21 10:55:00 PM,100.533,9.472,,197.842
4921,06/29/21 11:00:00 PM,100.524,9.472,99.261,197.841
4922,06/29/21 11:05:00 PM,100.543,9.472,,197.842
